date,region,category,product,sales,profit,orders,customer_rating
2023-11-28,East,Fashion,Jeans,1476.22,415.28,6,3.28
2025-07-24,Central,Fashion,Jeans,1968.0,695.2,8,4.1
2023-09-15,West,Fitness,Dumbbells,13226.85,2758.15,39,4.46
2025-05-23,Central,Fashion,Watch,2148.0,589.33,12,4.32
2023-06-17,West,Fashion,Backpack,144.9,48.22,3,4.86
2024-03-24,South,Office,Printer,8058.76,1487.18,31,3.78
2024-05-22,West,Fashion,Watch,9355.5,3407.72,30,3.41
2024-11-23,Central,Fashion,Jeans,4068.0,1204.69,10,3.62
2023-09-03,East,Fitness,Exercise Bike,8087.07,1560.79,17,4.8
2024-05-22,West,Electronics,Laptop,22125.6,3077.0,16,3.77
2023-09-04,Central,Fashion,Jeans,930.0,264.23,5,4.2
2025-01-21,East,Electronics,Smartphone,2854.26,676.35,2,3.33
2024-10-29,Central,Electronics,Headphones,14000.0,1996.19,14,4.93
2024-08-12,West,Office,Keyboard,6834.45,1526.2,23,3.7
2025-02-08,North,Fashion,Sneakers,2180.51,593.46,29,3.49
2024-11-03,West,Electronics,Monitor,17967.6,3645.08,23,4.76
2024-06-08,East,Fitness,Exercise Bike,6864.97,1762.67,7,3.21
2023-12-27,South,Fashion,Watch,651.84,187.61,14,3.65
2025-12-23,East,Office,Printer,2079.79,437.25,11,3.25
2023-09-17,East,Fashion,Backpack,117.16,37.18,4,4.79
2024-01-12,North,Home,Air Purifier,7004.0,1725.32,20,3.9
2023-02-06,Central,Home,Lamp,1386.0,263.07,22,4.54
2025-05-12,North,Home,Blender,8637.58,2306.25,14,3.93
2023-11-07,East,Fitness,Exercise Bike,449.65,118.31,7,4.86
2023-07-29,North,Home,Lamp,12306.44,2367.36,29,4.52
2023-10-12,Central,Electronics,Laptop,5269.0,762.73,11,3.2
2025-05-03,South,Fitness,Exercise Bike,1414.26,384.39,9,3.45
2023-09-20,North,Fitness,Treadmill,1219.52,257.55,4,5.0
2023-02-04,East,Fitness,Exercise Bike,11923.05,3309.72,15,4.73
2024-11-26,West,Office,Mouse,3003.84,562.92,16,4.77
2025-01-15,East,Fashion,Watch,2836.08,696.99,13,3.98
2025-08-13,North,Fashion,Jeans,1404.92,510.87,22,4.91
2023-08-01,South,Home,Vacuum,223.1,51.76,1,3.68
2025-06-13,West,Home,Coffee Machine,5358.15,1166.37,27,3.75
2023-09-08,East,Home,Air Purifier,15473.2,4628.2,40,3.73
2025-07-10,South,Office,Chair,6138.16,1074.42,14,3.35
2025-07-13,Central,Fashion,Jeans,1155.0,255.71,21,4.63
2023-04-24,South,Fashion,Jeans,325.92,76.57,4,4.86
2023-06-09,North,Office,Desk,485.13,93.68,3,4.69
2024-12-10,West,Fitness,Protein Mixer,33240.06,8120.96,23,4.15
2023-01-17,Central,Fashion,Jacket,3186.0,1209.33,18,4.28
2025-08-26,West,Fitness,Yoga Mat,11133.15,2159.85,23,4.57
2024-04-29,East,Office,Printer,2545.2,622.35,5,4.91
2023-12-01,South,Fashion,Jacket,14815.39,3975.45,37,3.75
2024-09-27,Central,Home,Air Purifier,936.0,223.99,8,3.88
2024-03-25,North,Electronics,Headphones,5515.65,953.55,9,3.58
2024-06-24,East,Fashion,Backpack,1088.78,321.16,14,4.35
2025-08-01,Central,Office,Desk,938.0,208.9,14,4.9
2023-06-28,North,Office,Mouse,8917.74,1929.01,37,3.22
2024-09-13,Central,Office,Mouse,1107.0,183.17,3,4.03
2025-04-13,West,Fashion,Backpack,3213.0,770.16,30,4.82
2024-12-19,West,Home,Coffee Machine,17768.52,3329.26,22,4.18
2024-11-14,East,Home,Coffee Machine,987.78,264.69,5,4.21
2023-04-20,South,Office,Desk,9564.2,1725.83,34,3.53
2023-05-22,East,Electronics,Smartphone,3645.09,796.14,3,4.19
2025-04-17,West,Fashion,Jacket,941.85,335.65,39,4.24
2024-12-17,East,Fitness,Dumbbells,1897.99,373.04,6,3.65
2025-03-07,East,Office,Keyboard,8359.77,2249.14,31,3.68
2023-06-01,North,Office,Chair,630.36,122.99,2,4.66
2024-10-11,East,Fashion,Backpack,3999.6,914.33,24,3.49
2024-02-13,East,Fashion,Jeans,12507.84,3809.23,36,3.38
2025-12-21,South,Fitness,Yoga Mat,10388.7,2020.09,21,4.9
2025-06-30,South,Electronics,Headphones,3561.84,728.94,17,4.35
2024-08-24,South,Home,Vacuum,23378.94,5371.35,39,3.67
2024-12-13,North,Home,Lamp,10781.63,2815.5,11,3.75
2024-06-17,North,Home,Air Purifier,21532.15,3281.59,37,4.26
2023-08-23,Central,Office,Chair,2535.0,552.77,5,3.93
2024-09-26,North,Office,Chair,5411.62,1483.28,37,5.0
2023-07-29,East,Fitness,Exercise Bike,25497.45,5815.83,27,4.43
2024-04-29,East,Electronics,Headphones,26076.18,5648.47,26,3.33
2025-12-05,West,Fitness,Treadmill,30323.16,6324.28,21,3.22
2025-12-07,South,Electronics,Laptop,12466.44,1610.51,18,4.02
2023-07-10,East,Home,Air Purifier,23680.46,3805.77,38,4.53
2023-11-12,East,Office,Printer,20516.74,3558.78,32,4.52
2024-11-06,South,Fitness,Yoga Mat,3068.3,822.61,4,4.39
2023-09-27,West,Fitness,Exercise Bike,12001.5,3337.74,30,4.14
2025-04-20,Central,Fitness,Treadmill,8865.0,1653.78,15,4.81
2024-10-21,Central,Electronics,Smartphone,19540.0,2997.83,20,3.44
2024-08-29,East,Fitness,Protein Mixer,21496.84,6565.04,17,3.5
2023-09-22,North,Electronics,Headphones,710.7,143.44,1,4.52
2025-05-14,East,Fashion,Jacket,3353.2,793.23,10,4.32
2024-03-20,Central,Office,Printer,1930.0,354.49,10,4.73
2025-12-11,Central,Fashion,Jacket,14929.2,3797.07,39,4.92
2024-09-08,Central,Office,Chair,16428.0,2561.15,37,3.46
2025-07-02,South,Electronics,Smartphone,18539.61,4061.08,23,4.77
2025-10-05,Central,Fashion,Jeans,7800.0,2358.86,40,4.65
2025-06-15,South,Electronics,Monitor,18410.6,3664.62,26,4.02
2025-09-16,West,Office,Keyboard,17021.55,4666.39,29,4.71
2024-03-31,East,Office,Chair,3102.72,757.18,12,4.61
2024-08-15,West,Electronics,Tablet,35248.5,8202.09,30,4.03
2023-03-15,East,Fitness,Dumbbells,3199.68,777.47,9,4.95
2025-09-01,North,Office,Desk,2379.3,477.98,22,3.4
2024-08-31,East,Fitness,Exercise Bike,896.88,273.97,8,4.13
2024-08-09,South,Office,Desk,6215.76,1176.92,36,4.6
2024-02-02,South,Home,Vacuum,12943.68,3720.72,24,3.47
2024-07-08,North,Fashion,Backpack,3090.0,908.44,40,3.45
2025-09-12,South,Office,Mouse,2605.42,662.24,34,4.77
2024-01-01,West,Electronics,Laptop,6889.05,1579.5,27,4.24
2025-03-15,Central,Fashion,Backpack,11655.0,3075.21,35,3.32
2023-03-28,North,Fashion,Backpack,3028.2,1146.79,12,4.54
2024-11-22,South,Fashion,Watch,293.33,72.97,9,4.44
2024-12-05,North,Home,Blender,4832.76,847.94,5,4.92
2025-05-05,South,Office,Mouse,4268.97,899.05,9,3.25
2024-11-09,West,Office,Printer,15435.0,2781.31,25,4.33
2025-05-24,North,Fashion,Watch,3201.24,714.23,37,3.63
2023-05-12,Central,Fashion,Sneakers,8246.0,2911.52,31,3.48
2024-05-27,West,Fitness,Dumbbells,1537.2,411.09,12,4.41
2024-08-19,East,Office,Keyboard,5968.09,1630.1,19,4.71
2025-07-30,West,Home,Coffee Machine,9664.2,2544.71,26,3.21
2025-08-25,South,Fitness,Treadmill,10088.0,2833.47,25,4.71
2025-10-05,Central,Office,Desk,2725.0,756.89,5,3.93
2025-01-18,North,Home,Lamp,2858.25,745.86,25,3.55
2024-08-13,Central,Fitness,Dumbbells,4800.0,1465.16,12,3.84
2024-06-27,North,Office,Desk,8291.5,2064.99,35,3.92
2025-11-16,West,Fitness,Exercise Bike,3104.64,652.74,11,3.83
2025-12-31,West,Office,Keyboard,28648.62,6139.59,39,3.72
2023-11-11,Central,Home,Vacuum,26006.4,5038.91,28,3.87
2024-12-11,East,Fitness,Protein Mixer,4589.84,1178.82,7,4.95
2023-10-13,South,Fashion,Watch,384.12,91.74,9,3.48
2025-02-02,South,Office,Keyboard,6762.84,1231.82,21,3.79
2023-11-01,West,Fitness,Exercise Bike,16674.84,3189.38,13,3.21
2025-09-15,West,Fitness,Dumbbells,4003.65,1066.65,3,4.1
2024-03-21,North,Home,Lamp,5725.77,1346.79,17,3.89
2024-07-29,Central,Electronics,Tablet,15924.0,3454.63,12,3.44
2023-05-12,East,Fashion,Jacket,9033.44,2493.4,26,3.66
2024-06-22,North,Electronics,Headphones,16018.56,3087.54,24,4.94
2025-03-24,East,Fashion,Backpack,8455.72,2822.81,26,4.29
2024-10-17,Central,Home,Coffee Machine,22365.0,4654.98,35,4.32
2025-11-05,North,Home,Vacuum,5254.24,1274.01,13,3.73
2025-08-04,West,Fitness,Yoga Mat,25202.1,5209.62,22,3.87
2023-12-08,South,Fitness,Yoga Mat,4717.69,1452.57,21,3.82
2025-04-01,West,Fitness,Dumbbells,28476.0,5231.38,24,3.66
2024-07-22,West,Office,Desk,1680.0,295.89,20,4.68
2024-02-17,Central,Office,Mouse,10336.0,1758.22,38,4.43
2025-03-17,North,Fashion,Jacket,5009.92,1119.23,32,3.47
2023-03-22,North,Fashion,Sneakers,6229.44,2192.76,27,4.63
2023-05-23,Central,Home,Lamp,12443.0,2954.29,23,3.84
2023-08-27,South,Electronics,Smartphone,18740.4,4467.88,21,4.04
2025-02-08,North,Fitness,Exercise Bike,18255.72,5238.26,14,4.43
2024-08-24,West,Electronics,Headphones,16179.45,3864.82,19,3.22
2023-09-28,North,Fashion,Jacket,2502.9,579.27,18,3.25
2023-08-03,East,Office,Keyboard,4063.23,888.52,27,4.3
2025-06-30,South,Fitness,Dumbbells,6468.93,1538.56,19,3.86
2023-10-17,North,Home,Vacuum,7178.07,2039.56,23,3.21
2024-07-10,East,Fashion,Watch,6505.41,1701.6,19,3.47
2023-03-18,South,Electronics,Laptop,1445.3,282.97,1,3.72
2023-07-23,South,Office,Desk,2296.96,450.15,32,4.19
2024-12-11,South,Home,Coffee Machine,8799.84,2573.4,10,3.71
2023-02-06,North,Electronics,Headphones,9177.3,1784.13,10,3.26
2025-11-23,East,Electronics,Headphones,48955.1,11532.93,34,4.83
2025-01-16,West,Home,Vacuum,2929.5,501.71,31,3.9
2025-01-11,South,Fitness,Dumbbells,6731.8,1583.67,20,4.76
2024-03-02,West,Home,Vacuum,2362.5,331.82,9,3.66
2024-05-24,North,Fitness,Yoga Mat,4288.92,1123.16,6,3.28
2024-07-07,East,Electronics,Laptop,23910.74,4416.99,38,3.27
2023-04-23,North,Fashion,Watch,5918.38,1634.93,34,4.73
2024-12-21,Central,Fitness,Exercise Bike,21960.0,5002.02,20,3.58
2025-06-22,West,Home,Blender,1102.5,323.86,6,4.63
2025-07-10,Central,Home,Lamp,4620.0,1107.19,21,3.72
2024-03-12,West,Office,Mouse,4389.0,774.79,22,4.07
2023-05-08,South,Fitness,Exercise Bike,7313.8,1623.69,10,4.63
2024-12-08,North,Fashion,Jeans,6862.27,2531.83,16,4.86
2025-12-09,Central,Home,Blender,5558.4,799.15,8,4.49
2023-03-30,North,Home,Coffee Machine,23879.52,5657.66,36,3.87
2023-05-12,North,Fashion,Jeans,2261.88,816.89,9,4.11
2023-12-12,West,Electronics,Tablet,21591.36,4246.59,24,4.07
2024-06-28,East,Fashion,Sneakers,2745.18,915.93,9,3.35
2023-12-21,South,Electronics,Smartphone,12539.77,2016.53,9,3.63
2025-11-07,East,Electronics,Smartphone,24349.08,5826.19,14,3.3
2023-05-17,South,Home,Air Purifier,1441.42,315.94,2,3.24
2025-01-10,East,Home,Coffee Machine,2211.9,413.11,15,4.24
2023-07-31,East,Fitness,Dumbbells,1236.24,266.51,18,3.4
2024-07-06,South,Fashion,Watch,680.94,216.88,6,4.2
2023-02-16,South,Electronics,Headphones,18891.72,3013.43,18,4.96
2023-04-22,North,Electronics,Smartphone,12940.92,2249.74,12,3.69
2025-04-10,North,Electronics,Monitor,1113.43,247.28,1,3.73
2025-11-28,North,Fitness,Treadmill,20801.88,4727.55,18,4.22
2025-12-04,East,Fitness,Dumbbells,14238.58,4120.1,11,3.53
2024-06-19,West,Office,Keyboard,838.95,137.91,17,4.79
2023-11-30,South,Fitness,Yoga Mat,1232.68,336.08,3,4.94
2025-09-07,South,Electronics,Smartphone,20247.78,3301.79,14,3.94
2025-02-12,West,Fashion,Jacket,5266.8,1669.16,22,4.06
2024-09-26,South,Home,Vacuum,8301.26,1414.39,11,4.77
2023-07-01,South,Office,Mouse,15031.12,3036.39,26,4.66
2024-11-25,North,Fashion,Sneakers,2536.27,958.27,19,4.4
2023-03-06,East,Electronics,Laptop,27756.82,4507.82,26,4.65
2025-07-27,North,Home,Lamp,13290.09,2739.31,33,3.74
2024-11-08,West,Fashion,Backpack,1234.8,466.82,10,4.08
2025-05-24,Central,Electronics,Tablet,6576.0,921.51,6,3.74
2025-09-21,West,Electronics,Tablet,54543.3,7525.2,38,4.27
2023-11-23,East,Fitness,Dumbbells,3526.92,855.9,6,4.69
2025-12-12,West,Fitness,Protein Mixer,195.3,42.08,5,4.39
2025-10-17,Central,Office,Keyboard,4448.0,1083.58,8,3.24
2023-05-13,Central,Home,Vacuum,16170.0,2579.84,21,3.34
2024-09-27,West,Office,Chair,3961.65,763.72,11,4.6
2023-08-25,North,Office,Keyboard,4341.45,965.34,15,4.76
2023-03-16,West,Office,Printer,7536.9,1911.33,37,4.77
2025-11-14,North,Electronics,Tablet,11685.14,2581.12,29,4.69
2024-03-12,North,Fitness,Protein Mixer,2206.26,660.37,18,4.1
2025-03-26,West,Fashion,Jeans,5854.8,1510.88,34,4.23
2024-02-23,Central,Electronics,Tablet,36090.0,4950.96,30,3.89
2025-12-29,Central,Electronics,Smartphone,9668.4,2199.02,7,3.87
2023-04-02,West,Home,Lamp,5594.4,1243.71,18,4.77
2023-09-08,North,Home,Air Purifier,15295.5,3430.39,27,3.75
2024-03-04,South,Fitness,Yoga Mat,32010.0,5858.56,40,4.87
2025-06-16,East,Fitness,Treadmill,14564.2,3067.26,35,3.33
2023-02-13,Central,Fitness,Yoga Mat,789.0,183.76,3,3.6
2024-02-04,West,Fitness,Dumbbells,12209.4,2683.42,9,3.37
2024-01-16,Central,Office,Keyboard,12913.0,3174.44,37,3.51
2024-03-21,West,Office,Printer,548.1,124.99,1,3.48
2024-03-04,South,Electronics,Laptop,32746.23,7396.74,31,4.5
2023-06-10,Central,Fitness,Yoga Mat,3087.0,879.21,9,4.18
2024-04-04,Central,Office,Keyboard,3976.0,886.93,14,4.54
2024-09-04,North,Office,Keyboard,13256.1,2617.08,39,3.78
2023-06-03,North,Electronics,Monitor,3972.71,792.06,19,4.88
2025-10-30,West,Electronics,Monitor,20080.2,3962.02,14,4.21
2025-09-11,North,Fashion,Sneakers,5644.4,1806.1,20,4.57
2025-11-08,North,Home,Vacuum,4313.64,699.61,10,4.65
2024-06-22,Central,Fashion,Backpack,4940.0,1138.77,38,3.99
2023-01-22,North,Electronics,Monitor,29649.58,6062.75,37,3.25
2024-12-14,South,Office,Printer,3006.61,598.17,7,4.81
2025-06-03,West,Fashion,Watch,8746.5,3140.03,35,3.74
2023-06-30,East,Fashion,Watch,210.08,66.13,4,3.52
2023-07-18,East,Electronics,Headphones,8844.57,2012.42,21,3.25
2025-05-03,Central,Electronics,Tablet,460.0,75.81,2,4.38
2024-06-14,North,Electronics,Headphones,900.22,204.14,2,3.43
2025-12-05,South,Office,Chair,5175.14,1214.99,13,3.59
2023-10-18,North,Fitness,Treadmill,15211.04,3108.37,13,3.35
2025-11-06,North,Home,Air Purifier,763.85,145.02,3,4.66
2025-10-27,North,Home,Lamp,10424.63,2503.91,29,3.62
2023-04-01,South,Home,Vacuum,2747.04,488.4,24,3.43
2023-03-10,Central,Office,Printer,5474.0,1136.51,17,4.98
2025-02-19,Central,Fashion,Jacket,776.0,217.18,4,4.18
2023-11-10,Central,Home,Air Purifier,2181.6,371.35,18,3.38
2023-04-02,South,Fitness,Treadmill,30505.53,9000.14,33,4.64
2023-03-05,North,Fitness,Treadmill,19116.8,3909.66,20,3.6
2024-10-18,West,Office,Mouse,5292.0,1341.31,35,4.82
2024-10-02,South,Electronics,Laptop,7886.1,1450.77,6,4.92
2025-10-02,Central,Home,Vacuum,6795.0,1634.36,9,4.7
2023-08-15,South,Fitness,Yoga Mat,9923.1,3024.64,33,3.71
2025-09-20,South,Fitness,Protein Mixer,4190.4,1326.31,10,4.37
2024-01-22,East,Electronics,Tablet,26381.2,4028.25,40,3.46
2024-08-22,West,Fitness,Protein Mixer,8677.2,2302.12,8,3.24
2024-03-30,North,Fashion,Sneakers,7189.4,2493.45,20,3.5
2025-11-02,East,Fitness,Dumbbells,2477.33,759.22,14,4.81
2024-04-14,South,Electronics,Monitor,8928.85,2061.74,7,3.79
2025-10-01,North,Fashion,Jeans,4557.75,1596.85,25,4.67
2023-12-29,West,Office,Mouse,4800.6,1189.46,15,4.78
2023-02-28,East,Office,Keyboard,9077.88,1671.24,21,4.51
2023-07-23,Central,Electronics,Laptop,2424.0,528.75,2,4.14
2025-09-26,South,Office,Keyboard,11197.68,2087.36,37,4.35
2024-08-29,South,Electronics,Smartphone,6757.02,887.82,27,4.05
2024-12-11,East,Office,Printer,4841.94,1279.28,17,4.99
2023-10-04,East,Electronics,Headphones,11489.76,1567.14,24,3.2
2024-10-11,East,Office,Keyboard,12319.98,2815.53,38,3.54
2025-04-30,South,Office,Keyboard,1908.96,358.81,8,3.3
2023-02-12,South,Home,Lamp,5693.9,1164.83,10,4.09
2024-02-14,East,Fitness,Yoga Mat,4959.1,924.7,10,4.11
2024-03-09,North,Fitness,Yoga Mat,23731.2,5480.44,18,4.66
2023-08-04,South,Home,Air Purifier,4923.72,1103.37,27,3.48
2023-07-03,North,Fitness,Exercise Bike,33900.39,6673.22,27,4.02
2024-07-21,Central,Fitness,Yoga Mat,12252.0,2589.32,12,4.52
2023-07-27,West,Fitness,Protein Mixer,15894.9,4537.35,18,3.27
2023-12-21,Central,Fitness,Protein Mixer,6972.0,1867.24,5,3.6
2025-10-28,North,Office,Desk,3733.75,977.86,25,4.41
2025-08-04,Central,Electronics,Tablet,13508.0,2926.77,22,4.02
2024-04-24,Central,Fashion,Jacket,3920.0,1219.6,40,4.17
2025-09-30,West,Fitness,Dumbbells,12489.75,2268.21,15,4.02
2023-01-19,East,Home,Vacuum,2287.65,356.04,15,4.63
2023-01-25,West,Office,Desk,19624.5,3259.06,35,3.95
2023-01-08,South,Home,Vacuum,3550.2,544.4,20,4.05
2025-03-26,West,Home,Lamp,1881.6,508.02,4,3.52
2023-08-31,North,Fashion,Backpack,6775.34,2446.43,26,3.5
2024-06-20,Central,Office,Printer,15210.0,3769.85,30,4.44
2025-07-29,West,Office,Mouse,12162.15,1947.26,39,4.78
2023-06-12,North,Electronics,Laptop,3389.73,428.07,3,3.97
2023-12-08,Central,Office,Chair,3528.0,671.74,10,4.47
2023-02-17,South,Office,Desk,6744.41,1786.75,17,3.49
2025-03-08,West,Home,Vacuum,12096.0,3512.65,15,4.78
2025-09-14,Central,Fitness,Dumbbells,1022.0,198.43,7,3.52
2024-08-16,Central,Fashion,Backpack,810.0,194.87,27,4.62
2024-06-12,North,Fitness,Treadmill,3414.45,908.29,15,3.89
2025-11-20,West,Fashion,Jeans,2875.32,994.97,7,3.81
2023-06-05,East,Fashion,Watch,4185.44,1230.55,37,4.57
2025-11-18,South,Fitness,Dumbbells,3177.72,757.88,13,4.89
2023-01-17,North,Home,Coffee Machine,757.05,188.72,3,3.88
2025-09-22,East,Office,Chair,1199.88,189.9,11,3.77
2024-10-10,South,Fitness,Dumbbells,3428.95,751.54,5,4.51
2024-06-01,South,Fitness,Protein Mixer,3771.36,698.61,4,4.84
2025-07-08,North,Fashion,Backpack,1285.44,329.52,26,4.59
2023-07-30,North,Fitness,Dumbbells,11216.7,2246.06,9,3.57
2024-10-21,East,Fitness,Treadmill,2177.56,517.0,2,3.54
2023-10-11,North,Home,Coffee Machine,1586.2,359.82,10,3.42
2025-11-16,West,Electronics,Smartphone,38367.0,8357.16,29,3.37
2024-12-14,West,Fashion,Sneakers,1867.32,525.04,39,3.9
2025-06-27,Central,Fashion,Backpack,702.0,155.4,9,3.5
2024-01-06,East,Office,Mouse,11638.23,2283.53,23,4.13
2023-03-31,Central,Home,Lamp,12528.0,3678.42,36,4.35
2023-01-03,East,Fashion,Backpack,957.48,309.27,3,3.39
2023-02-07,Central,Fashion,Jeans,3575.0,917.96,13,3.49
2024-02-20,South,Fashion,Jacket,1901.2,449.03,10,4.6
2024-04-04,North,Fitness,Protein Mixer,12650.46,3641.7,23,4.44
2023-12-20,West,Home,Vacuum,2449.44,634.67,9,3.74
2024-12-18,Central,Home,Coffee Machine,4368.0,883.3,5,4.09
2025-09-29,West,Office,Keyboard,1155.0,291.66,20,3.3
2024-09-03,South,Electronics,Smartphone,2112.66,272.61,11,4.79
2025-03-30,South,Office,Printer,1862.4,283.19,6,3.98
2025-06-17,West,Fitness,Exercise Bike,29175.3,8370.65,33,4.22
2025-11-05,West,Fashion,Sneakers,15528.24,3583.28,39,3.75
2023-04-27,West,Electronics,Monitor,13853.7,2105.55,9,4.44
2024-11-14,South,Fitness,Yoga Mat,4469.76,1326.61,10,4.33
2024-03-12,West,Home,Air Purifier,21466.2,3574.36,38,3.75
2025-11-24,North,Electronics,Headphones,32296.68,6156.35,26,4.86
2025-12-08,East,Fitness,Protein Mixer,7669.54,1941.37,7,3.48
2024-01-15,North,Home,Lamp,6212.96,1167.77,29,3.68
2024-10-07,West,Home,Blender,1961.4,282.96,4,3.75
2025-01-01,North,Fitness,Exercise Bike,45105.76,13128.13,34,3.6
2024-09-16,South,Fitness,Exercise Bike,19652.2,5372.82,20,4.59
2023-10-24,Central,Electronics,Smartphone,42120.0,9434.71,40,4.39
2024-09-30,Central,Fashion,Sneakers,984.0,262.81,12,3.27
2023-10-21,South,Fitness,Exercise Bike,34793.9,8504.34,34,3.9
2025-05-08,South,Fitness,Protein Mixer,1269.73,358.18,17,4.78
2023-01-16,West,Home,Air Purifier,1323.0,235.9,2,3.25
2023-05-28,Central,Home,Blender,14700.0,2828.9,25,4.88
2024-09-29,North,Office,Mouse,22173.84,5064.4,36,3.81
2024-10-09,East,Electronics,Laptop,9064.75,1918.95,25,3.48
2025-10-28,Central,Home,Blender,6314.0,1378.08,11,4.18
2023-11-26,North,Fitness,Exercise Bike,10679.04,2571.83,40,4.39
2023-08-15,Central,Electronics,Headphones,23225.0,5025.42,25,4.91
2024-02-07,East,Fitness,Yoga Mat,2432.08,758.81,4,4.6
2023-05-13,West,Home,Air Purifier,2063.25,485.69,5,3.87
2025-05-05,West,Fashion,Watch,4200.0,1240.56,40,3.23
2023-11-03,North,Home,Lamp,12581.24,3568.39,13,4.25
2023-08-05,South,Fitness,Yoga Mat,28843.92,5980.68,36,4.21
2023-02-16,Central,Home,Blender,7560.0,2266.24,24,4.5
2023-05-15,Central,Fitness,Dumbbells,37050.0,8452.14,39,3.54
2023-11-27,South,Electronics,Smartphone,35257.56,7239.99,26,4.59
2025-12-07,West,Fashion,Watch,5482.26,1797.52,19,4.07
2025-06-04,North,Office,Printer,3034.38,579.84,6,3.7
2023-08-30,South,Fitness,Treadmill,15442.4,3131.07,40,4.62
2023-12-25,South,Fashion,Jacket,710.04,222.28,5,4.9
2025-05-31,North,Office,Desk,4111.76,1132.63,8,4.04
2024-03-08,South,Electronics,Laptop,8043.24,1813.07,6,3.28
2023-12-06,East,Fitness,Exercise Bike,2616.71,794.88,17,4.64
2023-11-07,South,Fashion,Jacket,9172.32,2417.29,40,4.35
2024-03-07,North,Electronics,Monitor,23607.6,5235.16,30,3.97
2023-09-05,North,Fashion,Watch,1759.24,483.57,28,3.61
2023-01-05,Central,Fitness,Yoga Mat,30625.0,8936.16,35,3.5
2025-02-09,Central,Office,Desk,136.0,26.83,2,4.28
2024-02-02,Central,Home,Air Purifier,15470.0,4030.29,26,3.74
2024-03-01,East,Fitness,Protein Mixer,6205.44,1952.72,24,3.36
2024-01-05,Central,Office,Chair,13082.0,2101.94,31,3.81
2025-07-30,Central,Fashion,Sneakers,814.0,248.78,22,4.87
2024-07-08,North,Electronics,Monitor,10864.44,2087.25,12,4.97
2023-05-06,East,Electronics,Monitor,5429.76,1150.01,6,3.53
2025-11-11,South,Home,Vacuum,30869.28,8960.81,34,4.25
2024-01-07,South,Fashion,Jacket,2473.5,578.1,17,3.82
2023-04-18,South,Office,Chair,13143.5,2292.96,25,3.81
2024-03-25,East,Fashion,Sneakers,1945.26,482.39,18,4.15
2023-08-22,West,Electronics,Monitor,9282.0,1336.3,8,3.47
2025-01-03,North,Home,Blender,19751.28,3355.5,24,3.54
2023-01-04,South,Fitness,Protein Mixer,40875.8,12425.45,35,4.51
2025-09-10,South,Office,Desk,5456.25,1092.4,25,3.47
2023-12-06,North,Home,Vacuum,2318.74,393.87,14,4.24
2024-05-01,North,Home,Blender,636.54,141.68,6,4.68
2025-08-05,Central,Electronics,Smartphone,16048.0,2793.17,34,3.74
2025-03-28,West,Office,Mouse,66.15,14.09,1,3.48
2025-08-05,North,Fitness,Exercise Bike,30881.46,6953.59,38,3.32
2024-05-27,East,Electronics,Headphones,29734.4,4469.97,23,3.52
2024-11-09,East,Fashion,Jeans,3999.6,1214.78,10,4.02
2023-06-14,South,Fashion,Backpack,873.0,261.82,36,4.09
2025-11-13,South,Fitness,Yoga Mat,38540.04,9764.76,35,4.49
2023-11-06,West,Electronics,Laptop,9887.22,1686.45,19,4.65
2024-08-11,West,Home,Vacuum,25704.0,4742.48,32,3.72
2023-02-21,South,Fashion,Jacket,209.52,79.59,8,3.5
2025-04-17,East,Home,Blender,16362.0,4388.11,25,3.56
2025-09-08,Central,Fashion,Sneakers,11088.0,3508.19,36,4.82
2024-01-26,South,Home,Vacuum,17855.76,3198.89,24,3.83
2025-10-13,Central,Electronics,Headphones,40579.0,8748.92,31,4.74
2024-07-13,Central,Fashion,Jeans,9492.0,3287.62,28,4.75
2023-02-07,East,Office,Mouse,8193.12,1624.09,26,3.91
2023-11-03,East,Fashion,Jeans,3655.39,847.14,26,4.37
2023-08-21,South,Fashion,Watch,298.76,96.64,11,4.01
2025-05-28,Central,Office,Chair,15995.0,2544.53,35,4.58
2025-04-26,North,Fitness,Yoga Mat,463.5,115.49,5,3.84
2025-12-19,Central,Office,Desk,9198.0,2555.26,15,3.6
2023-01-11,West,Office,Keyboard,9004.8,2120.54,32,3.51
2024-05-22,North,Fashion,Jeans,3059.1,802.83,30,5.0
2024-11-12,North,Fashion,Watch,1784.78,508.01,38,4.13
2024-06-18,South,Home,Coffee Machine,3055.5,838.19,10,3.57
2024-04-01,North,Office,Desk,8516.04,1445.21,26,4.54
2025-12-13,South,Electronics,Laptop,1708.75,227.32,1,4.1
2023-07-20,East,Fashion,Watch,3765.28,970.36,16,4.39
2023-06-16,East,Office,Keyboard,6527.63,1342.35,23,4.48
2023-03-14,West,Fitness,Exercise Bike,46891.95,10939.15,37,3.87
2024-09-01,North,Electronics,Tablet,1553.24,197.14,4,3.21
2025-01-25,Central,Home,Air Purifier,23902.0,4725.17,37,3.32
2023-04-03,North,Office,Printer,772.5,118.42,2,4.27
2023-07-21,North,Home,Blender,1560.45,261.92,3,3.73
2025-01-06,Central,Electronics,Monitor,15792.0,2442.35,14,4.49
2025-10-06,East,Fitness,Dumbbells,4832.85,1442.54,29,4.54
2025-12-28,East,Home,Blender,17501.28,3206.94,40,4.87
2025-10-06,Central,Home,Blender,9075.0,2331.35,33,3.41
